Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=-1
907795,WZ3105,2.040337462,0.986572162,0.423483264
908156,Entinostat,-0.647619625,-1.658123669,-1.982923786
1240122,Ponatinib,1.839906853,1.503403621,1.18657671
1298141,Ruxolitinib,4.868318771,4.918847019,4.711318417
924108,Olaparib,4.543786279,4.20874239,4.358422938
687799,KIN001-260,5.532883595,4.800600685,4.759032867
1299070,FTI-277,1.005725641,0.863948782,1.865395614
909696,Vorinostat,-0.087815661,-0.128264346,0.04425734
905944,FR-180204,4.69461863,5.015515415,4.531868106
724825,Nutlin-3a (-),1.17562697,2.014922638,2.075262088
909779,NVP-BHG712,2.845609385,2.701231452,2.429729044
917486,XMD13-2,2.682425062,3.405809443,2.874021745
909781,Zibotentan,5.916697446,5.491313812,5.505117021
753621,Ispinesib Mesylate,-0.640153419,-0.720279114,-0.834405586
724828,T0901317,4.342441892,4.403207403,4.309396037
1240196,Pazopanib,2.74906209,3.105786594,3.415064395
1298347,Nilotinib,2.554833873,2.67078569,3.113249361
1298353,Dacinostat,-2.584493431,-1.346871665,-1.411047633
905933,ZG-10,0.54423389,1.265769958,1.752977072
907268,GSK319347A,3.670612285,3.543231117,3.670800199
906868,Serdemetan,2.337768571,1.679089019,1.72277437
906999,Linifanib,2.215990435,1.998683915,2.252481135
909750,WHI-P97,4.69768298,4.316032966,4.211305636
908482,Ispinesib Mesylate,-0.486864675,-0.56221416,-0.400801633
909708,Elesclomol,-3.649125444,-3.050578882,-3.438850718
907280,Etoposide,1.384708381,1.833203356,1.375515207
1240202,Quizartinib,3.337301873,2.790221409,2.740950589
905945,MK-2206,-1.189871434,-0.377413824,1.475689367
905942,Selisistat,5.484258069,5.156540618,4.970950798
1295740,NSC-207895,2.460219758,2.724988211,2.724777698
910781,Serdemetan,3.179204739,2.778698962,2.857523137
1240162,Bosutinib,-0.983897361,-0.527653939,0.405141623
908481,BIX02189,4.755791411,4.385090768,4.551887217
1297438,Tubastatin A,2.357899939,2.259052231,2.748165752
749712,DMOG,8.209998164,7.355281753,7.795825753
906854,Ponatinib,-0.956549724,-0.516010882,0.226044418
688086,PFI-1,1.931806653,2.624023584,2.377166657
910905,GSK1070916,2.982902099,3.549594403,3.603982627
907794,GSK1904529A,1.871734336,2.1542377,1.929739353
905975,Tivozanib,0.227969002,0.752024712,0.513034384
906870,QL-XI-92,0.296038721,0.675795593,0.035670159
908469,Selumetinib,4.224821201,4.055206287,3.905724952
908138,NSC-87877,5.502434149,4.665226169,4.934642363
909703,Pictilisib,-2.237966396,-2.63013665,-1.128614522
907311,WH-4-023,1.284320515,-0.120967631,-0.100815752
906854,BMS-536924,2.445017142,2.858810287,1.798318892
1331039,VX-11e,3.119814071,2.371089541,2.422786909
1480361,Selumetinib,4.069244327,4.456423682,4.294151417
906693,PHA-793887,1.684047493,2.265398814,1.09362152
905959,OSI-027,-0.016981272,-0.717946769,-0.118440126
909779,Lestauritinib,-0.201503052,-0.201824226,-0.289230915
1240173,YM201636,2.382038912,2.056336931,2.451911255
907171,Daporinad,-2.944433599,-2.736525362,-2.281333522
1322218,CUDC-101,-1.809168622,-1.441544488,-1.719106817
1330982,Cyclopamine,3.352084445,2.626367474,3.327500619
949094,Nilotinib,3.474145066,2.854707865,2.92552862
713878,BMS-509744,3.865033329,3.553039003,3.98438504
906792,Lestauritinib,-0.171773329,-1.4579753,-1.060419036
1298362,Doramapimod,4.794784192,4.131751912,3.836158184
909706,Avagacestat,4.932913308,4.989666547,4.82596589
1298531,XMD14-99,4.440614091,4.005375654,3.983435398
949153,Crizotinib,2.754485805,2.408462577,1.79038155
905936,Lenalidomide,3.568417742,3.384724749,3.51062029
1240202,(5Z)-7-Oxozeaenol,1.543022291,2.041078555,1.462957269
905979,I-BET-762,5.272821592,5.537160667,5.487877073
906832,Dactolisib,-3.534860186,-3.639966353,-2.914405178
1480362,KIN001-244,3.397137148,3.060857693,2.857557526
1479987,IOX2,-0.856491629,-0.32192747,-0.05560191
909754,CMK,2.855685509,4.224536751,6.07928462
1240140,AS601245,1.017836886,1.395314963,2.193774818
753624,BX-912,4.072214106,3.680890816,3.877366141
688013,TW 37,-0.767495899,-0.736577527,-0.987256355
905976,Veliparib,3.938138039,3.765025713,3.780814669
1240166,Zibotentan,5.104482528,5.059843728,4.883144576
1331050,Cetuximab,5.910951943,6.122457691,5.864226191
688007,XMD13-2,3.293391393,2.857837309,3.209417144
910903,Axitinib,2.329569131,1.560860862,1.887423809
753581,NSC-87877,5.493330756,5.038001482,5.078596322
753549,Rucaparib,4.851870764,4.812891984,4.168914189
1327766,BMS-536924,1.189500677,1.368785673,1.388577691
1247873,FMK,5.869492943,5.184731411,4.870551632
930298,BIX02189,6.301566318,6.616131996,6.019992699
946356,AS605240,3.387363161,2.858448214,2.561688683
906812,Luminespib,-2.848727004,-2.65815218,-2.693156393
910784,Bicalutamide,2.659902396,2.704864703,2.505333871
907042,Gefitinib,1.641028684,1.099379183,1.098913205
998184,Vismodegib,3.955051532,3.757031873,3.630379517
1503369,NG-25,2.360247023,1.75021363,2.118054418
907295,GW441756,1.118245631,2.959138708,2.882675126
908463,Daporinad,1.264846846,0.857597901,0.562544089
909253,Luminespib,-1.395103063,-1.061914979,-1.099745641
908471,ZSTK474,2.129159402,1.414078366,0.783642788
905944,CP724714,5.160360554,4.284275735,4.260599792
1330931,Obatoclax Mesylate,-1.937236965,-1.112369413,-1.300752765
907799,Tamoxifen,2.351110469,2.665868237,2.536186411
910927,KIN001-266,4.387924463,4.192664807,4.107801835
909262,AKT inhibitor VIII,2.57803696,2.876955661,2.578526519
1290722,AKT inhibitor VIII,1.793228018,1.997584925,2.4521763
910852,T0901317,4.727496221,4.820258952,4.589864034
907047,Dabrafenib,3.454859925,3.689541249,3.780234961
924238,AR-42,-0.558292897,-0.301051938,-0.546045444
906794,TAK-715,3.377719362,4.29280384,4.412828111
687798,ZG-10,1.443546975,2.478400505,4.012168318
1298352,Seliciclib,4.710682211,3.925438979,4.21311698
1290730,Fedratinib,3.345932409,2.692709243,2.854990596
1330935,Linsitinib,3.02544314,2.907876244,3.175914892
909756,Obatoclax Mesylate,-1.633641538,-2.610794644,-1.608560047
949161,Linsitinib,0.383714753,0.521164553,0.824571821
930083,CP466722,5.451645768,5.363496389,3.950723614
1331032,BMS-345541,0.459405431,1.762317752,2.121238026
1240153,Selumetinib,-3.156545585,-1.216035949,-1.723589734
909702,Etoposide,-1.417158401,-0.846508602,-0.657913631
684055,AS601245,2.079561144,2.144622395,2.113465384
908467,GNF-2,2.232047876,2.199334617,2.1382343
906830,TPCA-1,5.838290612,5.060830215,5.041891425
909771,NVP-TAE684,2.697588376,2.09587798,1.876861565
909726,CHIR-99021,3.632819452,2.725352739,2.694864973
906833,PIK-93,2.734716755,2.223385652,2.494402922
910930,BI-2536,-2.273541107,-2.496249112,-1.163468527
908460,Idelalisib,6.476831182,6.346294531,5.669440619
909737,GSK1904529A,1.689264872,2.050823066,2.13754872
1298136,GW-2580,3.59833538,5.646463765,5.831277856
1290814,Embelin,4.979036998,4.266920582,3.83586833
910698,Bryostatin 1,-3.144826134,-3.21271715,-2.685474025
687452,YM201636,1.823339711,1.794646585,2.306478301
907056,JNK-9L,-0.977398973,-0.732122735,-0.59224909
906827,PF-562271,1.843557053,2.405894418,2.283772878
949178,PAC-1,1.202299099,1.488827262,1.991044533
910566,Lapatinib,2.711361371,2.351251712,2.625291328
906813,YM201636,2.499965424,2.459862722,1.933886235
909757,Omipalisib,-3.124769072,-0.986789641,-2.797198021
753616,PHA-665752,2.526202157,3.318225034,3.664253175
1297439,Cabozantinib,3.842152029,3.702321862,3.794904785
949178,SNX-2112,-1.848302031,-1.433531243,0.347830537
713899,T0901317,4.341831478,3.07579723,3.471349445
909712,XAV939,3.953182217,3.320053327,3.324850908
907788,QL-XI-92,2.819943764,3.47846144,3.409594745
753541,Obatoclax Mesylate,-0.646926309,-2.319815742,-2.354776969
1298226,SNX-2112,3.081012889,0.878715019,0.52793732
735784,CI-1040,2.159111429,2.098989001,2.053526449
906832,Elesclomol,-1.3335434,-3.692203882,-4.045178764
688010,OSU-03012,2.510413691,2.13784619,1.957592515
910942,Crizotinib,2.343199656,1.176831585,2.076818581
1660035,CP724714,3.586958596,3.852892116,4.685098388
905973,DMOG,6.8881726,5.75570005,5.109965197
1331025,OSI-027,-0.656631517,0.600274038,1.271464491
1524414,SN-38,-3.106452364,-4.061251557,-3.914908387
909720,Refametinib,0.069899503,0.154932703,0.264130422
687829,Rucaparib,2.144996995,3.005815578,2.711408042
925348,KIN001-260,6.174802933,5.55425839,4.716461121
1298353,Enzastaurin,4.450906378,3.369525818,3.409946992
909769,SB216763,3.744679901,4.512033716,4.495792537
1240123,Axitinib,2.137021087,2.079990767,2.422337758
909712,FMK,5.6409133,5.28414237,3.843324711
1503364,Elesclomol,-4.196327806,-3.752534919,-3.056072605
907280,UNC0638,1.776068885,1.796076697,1.985847789
907000,Linifanib,2.033966807,2.025465231,2.208868124
1330950,NU7441,1.93428761,2.433914738,2.22252051
1524416,Daporinad,-5.115527233,-1.710270189,-3.105474719
924102,FR-180204,4.92737537,4.842949882,4.392223887
1330983,BMS-536924,-1.453739005,-1.186205391,0.754282874
907286,AR-42,-0.750893753,-1.276475743,-1.136455205
687819,PAC-1,1.58992957,0.251015372,1.741236005
909740,Bicalutamide,3.067077772,2.865776617,3.140943963
905934,FTI-277,3.160946371,2.183347675,2.211940335
908151,MPS-1-IN-1,2.768581816,3.715278352,3.326025555
907312,KIN001-244,5.568785006,4.239629074,4.520804758
908126,Camptothecin,-3.389637008,-3.683261322,-3.40782844
753616,CAY10603,0.845379679,0.820327911,0.393327356
906794,Tozasertib,2.278438084,2.158249235,1.702366658
910947,NU7441,2.110009362,1.678186294,2.07368103
1240162,GSK1904529A,2.72833259,2.548888665,2.652582099
1298168,SN-38,-4.499055819,-4.465275135,-4.05508859
1660035,BIX02189,5.204153127,5.048623416,4.568547702
909709,Afatinib,2.25984319,-0.997151566,-2.229448363
1240174,Selisistat,5.555048857,5.111537288,5.230663994
910930,Y-39983,3.539028229,3.2587705,3.212216695
906808,CGP-082996,3.572814686,3.659814719,3.366085394
1479995,Lestauritinib,-1.297536979,-1.588224061,-0.955213692
909698,UNC0638,2.609155774,2.451533707,3.065774901
1290722,Fedratinib,4.473093747,3.290076736,4.412658129
1660036,VX-702,4.129260147,3.157681088,3.467860385
908143,XMD13-2,3.593094666,2.824071487,2.751963827
910919,PIK-93,2.149597819,1.056767889,0.237219287
924104,Y-39983,3.334792667,3.339744756,3.267660923
924102,Y-39983,4.756626585,3.473286803,2.961209693
909728,Pictilisib,0.292669164,1.125190468,1.245704913
684072,T0901317,3.542047136,4.278770467,4.005772607
1290922,Selumetinib,1.37723849,1.759619159,3.430642839
1331039,DMOG,5.516975995,5.667839542,6.579786224
687819,FMK,5.417616129,5.533487868,5.13675339
907312,AZD8055,-0.184705009,-0.242848444,0.028427362
908148,HG6-64-1,-2.228026602,-1.810302124,-0.732706374
906872,Tozasertib,0.611003563,0.912008355,0.707789251
1524419,Belinostat,-1.113044061,-1.08132122,-1.020361654
1299081,Talazoparib,0.820605729,1.220985739,0.853239277
908158,AS601245,0.953877941,0.967691835,1.412132534
1290906,AICA Ribonucleotide,6.545857051,9.513893533,7.573129416
909699,NPK76-II-72-1,3.196357731,3.079187297,3.310489853
905964,CAY10603,-0.160583231,-0.478297022,-0.506478727
1299059,AICA Ribonucleotide,7.931677792,7.658495702,7.861380248
909977,GSK1070916,3.006366792,3.026082047,2.654961852
1503361,Y-39983,4.072955936,4.173030612,4.375765318
753618,QL-X-138,2.706821957,2.435910066,1.904909642
753566,SN-38,-5.744079188,-3.8617658,-3.555073229
1290798,Quizartinib,2.597890756,2.346600777,2.666096927
909729,SB590885,2.906562319,4.190658671,4.1070659
1240221,Motesanib,2.577316009,2.29023049,2.46496944
908450,FMK,6.267492464,5.626161678,4.098133473
907047,KU-55933,4.53498011,3.466923025,3.653260817
1503367,SNX-2112,-2.80737977,-2.126321864,-0.873586527
909776,PI-103,3.100355755,3.107841612,2.771482079
1298537,DMOG,7.46917585,5.703709511,5.283979511
1297449,Nilotinib,1.654990821,1.706931987,1.976202762
1298145,Amuvatinib,3.73554826,5.220799611,5.520963703
1322224,PI-103,-0.260910301,2.288488048,2.392772121
724870,GSK429286A,5.458608414,5.508761817,5.305228047
909706,NG-25,2.181302482,1.86764567,2.03868087
909778,Amuvatinib,1.519411442,3.571362957,3.329392533
1240145,GSK1070916,1.214197866,1.090176307,0.771340681
909976,Cabozantinib,2.73504714,2.604972291,2.734814274
910710,Axitinib,-2.00734549,-2.855245165,0.575615292
688025,AZD8055,0.004921769,-0.179976944,-0.092010198
749713,Dacinostat,-3.917629763,-3.373642451,-3.16055798
1290806,Etoposide,4.310546858,0.255722312,0.909054543
949161,AZD6482,2.874615701,2.923547048,3.334358623
910701,PHA-793887,2.010362099,1.230875177,2.773066944
1290767,AS601245,3.594098102,5.338610181,3.359387793
946369,PFI-1,2.203941828,3.291179165,3.220905203
907042,KIN001-244,3.356552624,3.166450902,3.551665388
909698,Daporinad,2.191936207,-3.657139917,-2.782778012
906847,QS11,4.248877885,3.407603101,3.375656483
687590,AZD8055,2.088733315,0.844783022,0.860780649
1290807,Motesanib,2.87099375,1.692581985,2.472969174
1524415,YM201636,2.330455889,1.636012975,1.818390816
946370,Bexarotene,3.166986641,3.929652921,3.315783871
910916,Midostaurin,1.845873431,-0.041889342,0.176404893
907053,GW843682X,-4.208825933,-3.377779385,-2.942870842
910927,Midostaurin,-2.308190985,-1.711982418,-0.940368604
753599,Salubrinal,5.743179078,3.738281243,3.596307873
1298531,I-BET-762,2.602334371,3.544211955,3.625288888
907791,TW 37,0.210214194,0.881226558,0.671612479
753615,SL0101,5.333037608,4.858135057,4.579395133
1323913,GSK1904529A,1.471471249,1.681012497,1.933171179
687563,XMD13-2,3.133647248,3.138168731,3.325647517
907172,Tubastatin A,2.800846537,4.91445548,4.546593199
946370,Elesclomol,-2.409550969,-3.196285846,-2.724286384
1660035,NVP-BHG712,3.396909932,3.244711089,3.431598621
684059,(5Z)-7-Oxozeaenol,1.342432016,0.847951646,0.990779226
1298157,QS11,2.945794599,3.098380078,3.184004531
684052,I-BET-762,4.374274287,4.795931082,4.090050466
908151,WZ-1-84,4.649588035,3.493503408,3.401332422
905949,Refametinib,-1.61512095,-0.647264554,-0.782108489
905991,XMD14-99,4.549789703,4.180859382,4.236898302
910906,YM201636,-0.497424708,0.231823574,0.709080823
909264,Bryostatin 1,-3.270812685,-2.766686305,-2.895391592
906831,GNF-2,2.158494874,1.934490754,2.293005477
909262,Belinostat,-0.978703932,-1.132048191,-0.266541828
908459,AICA Ribonucleotide,8.355860004,9.130601666,7.258426671
909262,Etoposide,2.199085539,1.954711166,1.929339083
1330973,PF-4708671,6.698656973,5.383075069,5.362634195
908463,QL-X-138,2.11097104,3.355583823,2.712070777
908451,Ponatinib,0.151420429,0.524282944,0.050924605
905986,PI-103,0.636175449,0.350412206,0.366954784
1331034,Belinostat,-3.46115673,-3.133343234,-2.641059124
917486,VX-11e,0.083978319,0.806711142,2.158561442
910948,Tubastatin A,5.335976682,4.685770703,4.858999216
1330985,CAY10603,-2.338477082,-1.6296203,-1.382205035
1240147,AICA Ribonucleotide,8.328455256,8.375712326,7.518753474
930297,AS605240,6.203731872,6.182083682,5.30359651
905961,Omipalisib,-2.948987138,-3.577164676,-3.280344226
1323913,NPK76-II-72-1,-2.167640481,-1.071673983,-1.820828198
909717,XMD8-92,2.385458211,2.76761719,2.938291056
909770,Nutlin-3a (-),4.443249801,3.808027573,3.316286449
1480371,KU-55933,2.628289847,2.938505007,3.473709548
1297447,JQ1,1.166561652,0.210064354,0.385680236
749715,Bicalutamide,2.761825507,2.389122413,2.41435227
687592,NSC-207895,3.407370481,4.178151209,3.372328316
924100,Luminespib,-3.720861943,-3.384662198,-2.308742691
1330991,CGP-60474,-2.846980508,-2.756474588,-2.247052102
910904,FR-180204,5.45778061,5.330171488,4.97761622
907059,OSU-03012,0.610239624,2.837446055,3.099143279
946372,Lenalidomide,4.549787247,3.643316847,3.852660232
687820,Motesanib,3.687990037,2.929117411,2.547128905
908144,SGC0946,2.137323224,1.65847718,1.693128287
905979,Trametinib,-1.954662617,-1.174339048,-1.193250571
907317,KIN001-260,5.023378575,4.812531877,4.716703813
949156,Tozasertib,-0.382103815,-1.577794831,0.483163295
1660036,Alectinib,4.694595294,4.397649814,4.132385661
908443,XAV939,3.50476646,3.487055376,3.103163657
1331032,Amuvatinib,3.545445556,3.837478741,3.4401648
753622,Saracatinib,0.347884578,0.781479565,1.077255925
907269,PF-4708671,4.367576932,4.065853768,4.343200671
909778,ZM447439,3.290221418,4.205206166,3.505960759
909779,Dabrafenib,3.408244957,4.270510355,3.746021337
905965,Talazoparib,1.59932036,-2.892292483,-0.115288696
906863,Motesanib,1.226449126,2.188814378,2.545742271
906800,QL-XI-92,1.345875265,0.79339479,0.675062605
1330993,XMD11-85h,4.771572507,4.058991097,4.112277874
906862,Masitinib,2.798483487,3.002506079,3.047026727
908126,SNX-2112,-2.710349793,-3.01152334,-2.873403067
753534,Enzastaurin,5.936191381,4.616857582,3.601617858
753592,PHA-793887,2.34989087,1.466520144,2.710346144
1240129,Talazoparib,4.180811237,3.606301953,3.109117463
1240143,AZD8055,-0.380060097,0.121253959,-0.071457435
905973,Dabrafenib,4.000816589,2.438799275,2.270981458
749712,KIN001-270,5.049961659,5.421667703,5.277909518
906873,FTI-277,1.908680942,1.992663788,2.060990076
909738,Pelitinib,-0.062294353,0.464134356,0.725618488
905971,LFM-A13,2.775008968,4.791791569,4.618567477
907799,Ruxolitinib,2.55852706,2.542964828,2.921943269
909744,PI-103,3.722023361,3.697717107,2.820184613
909702,GW441756,2.499073753,2.137220055,2.233630775
753620,Nutlin-3a (-),2.462814937,2.68244545,2.807384964
908458,Seliciclib,5.892575668,5.156790433,4.884941182
949161,QL-XII-47,2.04679409,1.72045443,1.137613553
910691,Zibotentan,5.047063115,5.347284932,5.150498874
949156,Tipifarnib,-0.090830269,0.332852804,1.058082182
910927,AR-42,2.184247698,2.029306292,1.665323147
905961,BX-912,1.004545958,2.596092677,2.907432619
906851,Vorinostat,0.377480428,1.417762464,0.900368246
905980,Sorafenib,2.297451794,2.858323921,2.355248754
753599,NU7441,2.356837549,3.485793527,3.41183301
910706,TAK-715,2.227235802,1.849996241,2.017937123
753573,QL-XI-92,2.876950503,3.579485021,3.768377461
910943,(5Z)-7-Oxozeaenol,1.768357039,1.057966363,1.248025835
1327766,NVP-TAE684,-0.136148876,0.196856452,1.077446787
1240147,Motesanib,1.094250971,1.712232637,2.173635589
906861,WZ-1-84,1.918007866,2.425101445,2.385810949
1297447,Cetuximab,6.23898848,5.833681437,5.392216289
1322224,KIN001-244,5.127797381,4.373321207,4.032886518
687802,GW-2580,6.509534369,6.179313362,5.645782607
753604,Olaparib,2.492468513,2.382327293,3.343411168
924108,NPK76-II-72-1,4.477768262,4.994594071,4.812935217
930297,TAK-715,6.000107953,5.826873544,5.730616839
753566,BAY-61-3606,0.255197504,0.965622692,2.087545526
907041,TPCA-1,4.242054025,4.015852907,3.476056386
908440,CCT-018159,2.730194536,1.839679145,2.547682085
1240183,SNX-2112,1.205298968,1.987435847,1.680633844
905940,TGX221,3.980152183,4.371452138,4.4791237
908446,VX-702,2.631016443,1.921810853,2.690715634
