Cell,Drug,IC50,IC50_Predict
949178,SNX-2112,-1.848302031,-1.433531243
713899,T0901317,4.341831478,3.07579723
909712,XAV939,3.953182217,3.320053327
907788,QL-XI-92,2.819943764,3.47846144
753541,Obatoclax Mesylate,-0.646926309,-2.319815742
1298226,SNX-2112,3.081012889,0.878715019
735784,CI-1040,2.159111429,2.098989001
906832,Elesclomol,-1.3335434,-3.692203882
688010,OSU-03012,2.510413691,2.13784619
910942,Crizotinib,2.343199656,1.176831585
1660035,CP724714,3.586958596,3.852892116
905973,DMOG,6.8881726,5.75570005
1331025,OSI-027,-0.656631517,0.600274038
1524414,SN-38,-3.106452364,-4.061251557
909720,Refametinib,0.069899503,0.154932703
687829,Rucaparib,2.144996995,3.005815578
925348,KIN001-260,6.174802933,5.55425839
1298353,Enzastaurin,4.450906378,3.369525818
909769,SB216763,3.744679901,4.512033716
1240123,Axitinib,2.137021087,2.079990767
909712,FMK,5.6409133,5.28414237
1503364,Elesclomol,-4.196327806,-3.752534919
907280,UNC0638,1.776068885,1.796076697
907000,Linifanib,2.033966807,2.025465231
1330950,NU7441,1.93428761,2.433914738
1524416,Daporinad,-5.115527233,-1.710270189
924102,FR-180204,4.92737537,4.842949882
1330983,BMS-536924,-1.453739005,-1.186205391
907286,AR-42,-0.750893753,-1.276475743
687819,PAC-1,1.58992957,0.251015372
909740,Bicalutamide,3.067077772,2.865776617
905934,FTI-277,3.160946371,2.183347675
908151,MPS-1-IN-1,2.768581816,3.715278352
907312,KIN001-244,5.568785006,4.239629074
908126,Camptothecin,-3.389637008,-3.683261322
753616,CAY10603,0.845379679,0.820327911
906794,Tozasertib,2.278438084,2.158249235
910947,NU7441,2.110009362,1.678186294
1240162,GSK1904529A,2.72833259,2.548888665
1298168,SN-38,-4.499055819,-4.465275135
1660035,BIX02189,5.204153127,5.048623416
909709,Afatinib,2.25984319,-0.997151566
1240174,Selisistat,5.555048857,5.111537288
910930,Y-39983,3.539028229,3.2587705
906808,CGP-082996,3.572814686,3.659814719
1479995,Lestauritinib,-1.297536979,-1.588224061
909698,UNC0638,2.609155774,2.451533707
1290722,Fedratinib,4.473093747,3.290076736
1660036,VX-702,4.129260147,3.157681088
908143,XMD13-2,3.593094666,2.824071487
910919,PIK-93,2.149597819,1.056767889
924104,Y-39983,3.334792667,3.339744756
924102,Y-39983,4.756626585,3.473286803
909728,Pictilisib,0.292669164,1.125190468
684072,T0901317,3.542047136,4.278770467
1290922,Selumetinib,1.37723849,1.759619159
1331039,DMOG,5.516975995,5.667839542
687819,FMK,5.417616129,5.533487868
907312,AZD8055,-0.184705009,-0.242848444
908148,HG6-64-1,-2.228026602,-1.810302124
906872,Tozasertib,0.611003563,0.912008355
1524419,Belinostat,-1.113044061,-1.08132122
1299081,Talazoparib,0.820605729,1.220985739
908158,AS601245,0.953877941,0.967691835
1290906,AICA Ribonucleotide,6.545857051,9.513893533
909699,NPK76-II-72-1,3.196357731,3.079187297
905964,CAY10603,-0.160583231,-0.478297022
1299059,AICA Ribonucleotide,7.931677792,7.658495702
909977,GSK1070916,3.006366792,3.026082047
1503361,Y-39983,4.072955936,4.173030612
753618,QL-X-138,2.706821957,2.435910066
753566,SN-38,-5.744079188,-3.8617658
1290798,Quizartinib,2.597890756,2.346600777
909729,SB590885,2.906562319,4.190658671
1240221,Motesanib,2.577316009,2.29023049
908450,FMK,6.267492464,5.626161678
907047,KU-55933,4.53498011,3.466923025
1503367,SNX-2112,-2.80737977,-2.126321864
909776,PI-103,3.100355755,3.107841612
1298537,DMOG,7.46917585,5.703709511
1297449,Nilotinib,1.654990821,1.706931987
1298145,Amuvatinib,3.73554826,5.220799611
1322224,PI-103,-0.260910301,2.288488048
724870,GSK429286A,5.458608414,5.508761817
909706,NG-25,2.181302482,1.86764567
909778,Amuvatinib,1.519411442,3.571362957
1240145,GSK1070916,1.214197866,1.090176307
909976,Cabozantinib,2.73504714,2.604972291
910710,Axitinib,-2.00734549,-2.855245165
688025,AZD8055,0.004921769,-0.179976944
749713,Dacinostat,-3.917629763,-3.373642451
1290806,Etoposide,4.310546858,0.255722312
949161,AZD6482,2.874615701,2.923547048
910701,PHA-793887,2.010362099,1.230875177
1290767,AS601245,3.594098102,5.338610181
946369,PFI-1,2.203941828,3.291179165
907042,KIN001-244,3.356552624,3.166450902
909698,Daporinad,2.191936207,-3.657139917
906847,QS11,4.248877885,3.407603101
687590,AZD8055,2.088733315,0.844783022
1290807,Motesanib,2.87099375,1.692581985
1524415,YM201636,2.330455889,1.636012975
946370,Bexarotene,3.166986641,3.929652921
910916,Midostaurin,1.845873431,-0.041889342
907053,GW843682X,-4.208825933,-3.377779385
910927,Midostaurin,-2.308190985,-1.711982418
753599,Salubrinal,5.743179078,3.738281243
1298531,I-BET-762,2.602334371,3.544211955
907791,TW 37,0.210214194,0.881226558
753615,SL0101,5.333037608,4.858135057
1323913,GSK1904529A,1.471471249,1.681012497
687563,XMD13-2,3.133647248,3.138168731
907172,Tubastatin A,2.800846537,4.91445548
946370,Elesclomol,-2.409550969,-3.196285846
1660035,NVP-BHG712,3.396909932,3.244711089
684059,(5Z)-7-Oxozeaenol,1.342432016,0.847951646
1298157,QS11,2.945794599,3.098380078
684052,I-BET-762,4.374274287,4.795931082
908151,WZ-1-84,4.649588035,3.493503408
905949,Refametinib,-1.61512095,-0.647264554
905991,XMD14-99,4.549789703,4.180859382
910906,YM201636,-0.497424708,0.231823574
909264,Bryostatin 1,-3.270812685,-2.766686305
906831,GNF-2,2.158494874,1.934490754
909262,Belinostat,-0.978703932,-1.132048191
908459,AICA Ribonucleotide,8.355860004,9.130601666
909262,Etoposide,2.199085539,1.954711166
1330973,PF-4708671,6.698656973,5.383075069
908463,QL-X-138,2.11097104,3.355583823
908451,Ponatinib,0.151420429,0.524282944
905986,PI-103,0.636175449,0.350412206
1331034,Belinostat,-3.46115673,-3.133343234
917486,VX-11e,0.083978319,0.806711142
910948,Tubastatin A,5.335976682,4.685770703
1330985,CAY10603,-2.338477082,-1.6296203
1240147,AICA Ribonucleotide,8.328455256,8.375712326
930297,AS605240,6.203731872,6.182083682
905961,Omipalisib,-2.948987138,-3.577164676
1323913,NPK76-II-72-1,-2.167640481,-1.071673983
909717,XMD8-92,2.385458211,2.76761719
909770,Nutlin-3a (-),4.443249801,3.808027573
1480371,KU-55933,2.628289847,2.938505007
1297447,JQ1,1.166561652,0.210064354
749715,Bicalutamide,2.761825507,2.389122413
687592,NSC-207895,3.407370481,4.178151209
924100,Luminespib,-3.720861943,-3.384662198
1330991,CGP-60474,-2.846980508,-2.756474588
910904,FR-180204,5.45778061,5.330171488
907059,OSU-03012,0.610239624,2.837446055
946372,Lenalidomide,4.549787247,3.643316847
687820,Motesanib,3.687990037,2.929117411
908144,SGC0946,2.137323224,1.65847718
905979,Trametinib,-1.954662617,-1.174339048
907317,KIN001-260,5.023378575,4.812531877
949156,Tozasertib,-0.382103815,-1.577794831
1660036,Alectinib,4.694595294,4.397649814
908443,XAV939,3.50476646,3.487055376
1331032,Amuvatinib,3.545445556,3.837478741
753622,Saracatinib,0.347884578,0.781479565
907269,PF-4708671,4.367576932,4.065853768
909778,ZM447439,3.290221418,4.205206166
909779,Dabrafenib,3.408244957,4.270510355
905965,Talazoparib,1.59932036,-2.892292483
906863,Motesanib,1.226449126,2.188814378
906800,QL-XI-92,1.345875265,0.79339479
1330993,XMD11-85h,4.771572507,4.058991097
906862,Masitinib,2.798483487,3.002506079
908126,SNX-2112,-2.710349793,-3.01152334
753534,Enzastaurin,5.936191381,4.616857582
753592,PHA-793887,2.34989087,1.466520144
1240129,Talazoparib,4.180811237,3.606301953
1240143,AZD8055,-0.380060097,0.121253959
905973,Dabrafenib,4.000816589,2.438799275
749712,KIN001-270,5.049961659,5.421667703
906873,FTI-277,1.908680942,1.992663788
909738,Pelitinib,-0.062294353,0.464134356
905971,LFM-A13,2.775008968,4.791791569
907799,Ruxolitinib,2.55852706,2.542964828
909744,PI-103,3.722023361,3.697717107
909702,GW441756,2.499073753,2.137220055
753620,Nutlin-3a (-),2.462814937,2.68244545
908458,Seliciclib,5.892575668,5.156790433
949161,QL-XII-47,2.04679409,1.72045443
910691,Zibotentan,5.047063115,5.347284932
949156,Tipifarnib,-0.090830269,0.332852804
910927,AR-42,2.184247698,2.029306292
905961,BX-912,1.004545958,2.596092677
906851,Vorinostat,0.377480428,1.417762464
905980,Sorafenib,2.297451794,2.858323921
753599,NU7441,2.356837549,3.485793527
910706,TAK-715,2.227235802,1.849996241
753573,QL-XI-92,2.876950503,3.579485021
910943,(5Z)-7-Oxozeaenol,1.768357039,1.057966363
1327766,NVP-TAE684,-0.136148876,0.196856452
1240147,Motesanib,1.094250971,1.712232637
906861,WZ-1-84,1.918007866,2.425101445
1297447,Cetuximab,6.23898848,5.833681437
1322224,KIN001-244,5.127797381,4.373321207
687802,GW-2580,6.509534369,6.179313362
753604,Olaparib,2.492468513,2.382327293
924108,NPK76-II-72-1,4.477768262,4.994594071
930297,TAK-715,6.000107953,5.826873544
753566,BAY-61-3606,0.255197504,0.965622692
907041,TPCA-1,4.242054025,4.015852907
908440,CCT-018159,2.730194536,1.839679145
1240183,SNX-2112,1.205298968,1.987435847
905940,TGX221,3.980152183,4.371452138
908446,VX-702,2.631016443,1.921810853
906836,PAC-1,0.991248275,1.438496754
1240218,Trametinib,1.213457263,-3.689393523
907290,PF-562271,1.885088516,2.086750515
1240208,WHI-P97,4.919229971,4.490616671
910700,Elesclomol,-3.038504851,-3.314225131
949175,KIN001-260,5.262475265,4.042933165
1298216,CHIR-99021,3.422850669,2.884845104
910692,GSK1070916,0.563968551,1.20877501
749712,Dactolisib,-1.869111978,-2.145607496
688013,GSK650394,3.590729159,3.050023281
907799,AT-7519,-1.405809252,-1.542571139
909755,WZ3105,1.345295556,1.013833088
1240198,AZD7762,-1.873925894,-0.782757345
906813,FTI-277,2.495508299,2.301859054
1240136,Rucaparib,2.336353689,3.300636524
1240170,SGC0946,1.369899402,1.694395171
909708,Obatoclax Mesylate,-2.699856696,-1.474011247
924107,Amuvatinib,4.605592809,5.117688833
1299078,BMS-754807,-0.240183872,0.335877115
907046,Dacinostat,-3.121935008,-3.608400599
909754,GW-2580,6.103651056,6.446178837
907057,JNK-9L,-0.94750897,-1.184044625
687780,XMD8-92,4.386976295,2.728281497
907299,JNK-9L,-1.287968714,-1.522723484
753581,WH-4-023,2.400883131,0.88768331
908465,Lenalidomide,4.44369318,4.072116833
905937,PIK-93,2.42682264,2.629347815
907053,Cyclopamine,4.092799907,3.59970138
909253,QL-XI-92,3.964950796,3.313409521
1298362,BMS-345541,3.012876233,3.115721229
906843,FTI-277,2.271940925,1.496092781
908476,Axitinib,3.652595871,3.977168649
1331049,BI-2536,-2.647820469,-3.334581505
1240147,Vorinostat,0.229752343,0.360021984
1240189,Y-39983,2.9299742,3.186750779
910544,XMD14-99,4.600796702,3.863553598
905971,BIX02189,5.374169907,4.999937462
905982,Vorinostat,3.239010538,2.069080207
906864,CUDC-101,1.027413748,0.94841087
907795,Dacinostat,-1.401799805,-1.724021691
907175,Selisistat,5.178602956,5.134263099
909251,Gefitinib,1.000067954,0.745646933
908141,Bicalutamide,2.186899374,2.220225257
905963,NPK76-II-72-1,5.564587031,4.356171408
753620,Imatinib,3.156212902,3.070376216
906765,UNC1215,1.619298204,2.069979492
1240173,KU-55933,4.204839673,3.52704447
949179,BI-2536,-2.809567802,-1.789530497
1240226,ZG-10,0.681400099,1.517134489
753583,CUDC-101,3.856981273,-0.020604575
1240173,AKT inhibitor VIII,3.097221397,3.074068911
907055,AS605240,3.112356462,2.822012538
1298141,PD0325901,-3.158359631,-2.598099883
753554,KIN001-270,4.58310576,5.166004363
910710,Cabozantinib,0.317728056,-0.761779627
910697,Pictilisib,-0.484396,0.686591194
908159,ZG-10,0.505933812,0.48479741
1660034,AZD7762,-0.335108106,-0.650388963
909723,SL0101,4.372328824,4.331430128
907046,GW441756,3.804899602,2.853727273
724859,Amuvatinib,3.744819916,4.314649525
1290797,Nutlin-3a (-),4.317176662,4.228686089
910689,Bexarotene,5.209228035,4.872423649
906824,Axitinib,1.031977726,1.043152349
910921,Amuvatinib,5.86739764,4.741674275
906836,PIK-93,1.439761673,2.078702389
905976,Belinostat,0.932967282,0.873770669
1298352,BAY-61-3606,1.835487802,1.688720044
924110,Camptothecin,-3.405145445,-4.063468206
908144,NG-25,1.500639073,1.578882189
1298526,QL-XI-92,3.375949531,3.970314575
753541,AS601245,2.50512999,2.169512533
905959,UNC0638,1.897133439,2.399623492
1240201,AS605240,2.956389022,3.173876332
1240138,CP466722,1.969964261,2.191996143
910779,IPA-3,2.634187646,1.930582387
905983,Tivozanib,0.21269208,0.222104241
910930,AS601245,1.814404581,2.017315656
724838,Luminespib,-3.760328194,-3.64183487
909702,Tubastatin A,1.807769864,1.773325585
907278,Ruxolitinib,2.118342675,1.942152366
906835,SGC0946,2.185214288,1.877078955
753577,HG-5-88-01,2.500916048,3.079622079
753563,BMS-509744,2.588363636,3.615688813
1331025,Bosutinib,3.344884758,3.231246617
687586,Pictilisib,0.38637994,0.689445155
910919,UNC1215,0.786177539,1.829339205
906844,SB52334,3.746326913,2.496354035
907282,Gefitinib,1.86359385,1.527781232
1298359,CHIR-99021,2.687158531,3.571207959
909724,Doramapimod,4.131084019,4.536628841
1240127,Selumetinib,4.782825243,4.502701633
1331039,GSK429286A,3.781298579,3.324609691
930082,XMD11-85h,3.047119579,2.933329633
909759,Tubastatin A,5.389053192,4.236799801
1322213,UNC0638,1.956850807,1.663353734
753532,Rapamycin,-0.74604729,-0.176443055
910692,ZSTK474,0.577290798,1.072164683
688013,Enzastaurin,5.745771801,4.87128855
910549,KIN001-270,4.788013145,5.167499815
946382,Belinostat,0.103696399,0.150608714
924240,HG6-64-1,1.914388371,2.97975939
908446,Pictilisib,3.196759351,1.919741342
1240215,Ispinesib Mesylate,-1.428318409,-0.426369735
1240125,Doramapimod,4.416906215,4.049189844
1524416,JW-7-24-1,-1.72966378,-0.753872253
753531,CP466722,2.088242036,2.062262979
687561,Zibotentan,5.655940283,5.423996855
1290798,PHA-793887,5.127029759,4.643829267
907312,MPS-1-IN-1,5.563426385,4.650242909
949166,KIN001-266,1.614055033,2.088190698
1480362,Lestauritinib,-0.141274754,-0.9139345
925346,ZM447439,1.472331601,1.812291346
1298356,Navitoclax,1.631394711,1.051896739
1290722,Afatinib,0.536907698,1.711953099
907170,Bryostatin 1,-3.207262115,-2.76284377
1331032,Masitinib,2.939448508,2.653730463
910861,Idelalisib,3.199041341,2.624958732
949158,BI-2536,-2.229176194,-2.258919305
905991,Fedratinib,2.038460777,2.272002089
735784,TPCA-1,4.541589035,5.137342924
907300,WH-4-023,3.06840668,3.272472259
908142,LFM-A13,4.763000924,4.227845757
909713,Dasatinib,-1.574435714,-1.758385277
909711,WH-4-023,4.655639359,3.864600021
687506,TPCA-1,3.642801005,4.533821184
908449,BIX02189,3.615555922,4.180790849
908123,JNK Inhibitor VIII,3.573454576,4.121965397
906812,GSK429286A,5.300225111,4.764608634
1240208,AS605240,2.664880276,3.294701142
909713,SB216763,5.322343701,4.856562966
687815,NSC-207895,5.536593977,4.936226245
906800,BMS-345541,0.796154793,1.30800309
1322218,Bryostatin 1,-2.484618337,-2.529961508
753584,Afatinib,1.971581795,1.896678392
1298151,Bryostatin 1,-2.252550001,-2.8448475
910849,Trametinib,0.713639028,0.6162261
949173,CCT007093,4.514626438,4.412259702
905980,NSC-87877,5.821385716,5.257719688
906824,(5Z)-7-Oxozeaenol,0.851026927,0.84435782
1303900,Pelitinib,1.666126879,1.974705345
753547,WZ3105,-1.066149678,-1.172320016
910694,CCT007093,2.830875941,4.442344866
906864,GW-2580,5.510219686,5.215059758
753596,Luminespib,-3.256999773,-3.314366005
1298160,CUDC-101,0.344803033,0.472922224
1240166,Tamoxifen,1.64639099,2.900045018
910079,RO-3306,4.335497669,3.836814287
905936,TW 37,-2.292315932,-1.167327029
722045,KIN001-266,2.572409364,2.814099514
908458,Idelalisib,5.021492065,4.794133985
1290797,PI-103,-0.511900232,1.305282758
1299059,Tipifarnib,5.545331366,3.863039966
1503362,Nutlin-3a (-),4.102105951,4.030968812
909747,GSK690693,5.274946371,5.554408475
910930,Pazopanib,2.570170362,3.10415997
909729,XMD14-99,3.200525002,4.597323854
1240226,NG-25,1.487497985,1.838157287
713880,Temsirolimus,-2.712577127,-1.779185398
1240202,Obatoclax Mesylate,-0.408985966,-0.78299058
924104,Quizartinib,2.214377813,2.238273358
907062,Ponatinib,1.421768595,1.991947258
1240130,PI-103,-0.088309396,0.538291384
946361,Nutlin-3a (-),4.498373714,2.756830432
909751,Omipalisib,-0.942357914,-1.952518677
722045,Tanespimycin,-2.925414977,-2.811373742
906696,Veliparib,3.51355175,2.946968264
753562,PD0325901,-1.266027598,-1.748661891
908446,Bryostatin 1,-2.535850096,-2.611759392
910937,BIX02189,3.4783848,4.009705784
1330995,BX-912,4.716132947,4.16061502
908145,AZD7762,-1.608978125,-1.040537114
753532,Belinostat,1.784049706,2.599243
1298169,ZSTK474,3.521065856,3.374796746
910546,Pelitinib,1.052144098,0.699232161
688007,PAC-1,3.792832572,2.433925055
907072,Luminespib,0.941315333,-2.685741771
1299075,Tivozanib,0.618720935,0.512754723
906812,FH535,2.842778393,1.901795672
907066,Linsitinib,2.866394154,2.65760051
910689,QS11,5.513939893,5.530823173
909756,WHI-P97,4.131344396,4.148577221
908123,UNC1215,2.232914982,2.288540737
1299070,Zibotentan,4.954995052,5.024232417
910399,GSK650394,4.629775998,3.323632292
910692,GW843682X,-1.882940856,-2.268605722
908481,Embelin,5.014190437,4.180306203
910544,Saracatinib,2.979059072,2.573835055
906824,BIX02189,3.543749416,3.310981131
907045,MPS-1-IN-1,6.456343636,6.086941197
1240215,AR-42,-0.125633672,-0.50333307
1480364,Omipalisib,-0.908592337,-1.242648387
909746,CAY10603,2.147307233,2.527384664
930298,CCT007093,4.424340488,4.462164518
908445,Imatinib,3.387494578,3.818132682
924186,TAK-715,5.929178379,4.041306296
753599,PFI-1,3.422665212,3.767306965
907270,KIN001-270,5.450127718,4.621400435
910948,JW-7-24-1,2.167708804,1.47882483
908147,Olaparib,1.495424765,1.359939588
907046,CP724714,4.138264055,4.060105317
909749,JNK-9L,-1.518596375,-1.482396513
908469,Tozasertib,1.697421325,1.485264633
753565,PHA-665752,2.091150406,3.263834354
910941,BIX02189,4.282627496,3.76389307
910568,Bicalutamide,2.511148153,2.430291312
687780,SGC0946,1.694969844,1.563091758
687798,Selumetinib,1.510012669,3.265117573
910554,Salubrinal,5.853053534,4.766437172
906808,Quizartinib,2.679344746,2.107582937
907291,AS605240,2.723553677,2.930795127
906814,NSC-207895,5.482571755,3.217091161
684052,BAY-61-3606,2.170548394,2.218368469
910544,CAY10603,-1.537929416,-1.412553524
1330984,Idelalisib,2.311154782,1.314686935
905938,Midostaurin,-0.390327205,0.347671609
1298533,CUDC-101,0.646559236,0.358097031
908440,BIX02189,4.07703969,3.640292536
910695,Saracatinib,0.173115292,0.457081192
910948,FH535,3.69996004,2.523824368
907057,KIN001-260,4.475855961,4.04419919
908462,GW441756,3.840216391,3.353571546
905986,BMS-345541,2.150886197,2.977449643
907072,Vorinostat,0.598529385,0.561175264
1297438,PIK-93,1.789165144,1.565944121
1503364,JNK Inhibitor VIII,4.335610663,3.831245644
753559,SN-38,-6.49275674,-4.945796439
909256,BX-912,1.221094803,1.436646107
907045,Lestauritinib,3.582932568,2.752613297
910781,AS601245,0.74295485,1.227209625
908159,JQ1,-0.262955862,-0.368881298
908448,Pazopanib,2.601694481,1.531345336
1290767,KIN001-244,4.010346165,4.964350224
910925,Lenalidomide,3.794892257,3.611657136
688023,XMD8-92,2.18442333,3.047215378
